Sex	Lower	Upper	SEER_Draw	Stage	IR	N	Pop	Rate	NET
Female	65	69	Colon/Rectum	II	0.07	12	17059634	0.07034148563796855	NET
Female	65	69	Colon/Rectum	III	0.21	35	17059634	0.20516266644407494	NET
Female	65	69	Colon/Rectum	IV	0.4	68	17059634	0.3986017519484885	NET
Female	65	69	Colon/Rectum	Unknown/missing	0.1	17	17059634	0.09965043798712213	NET
Female	65	69	Esophagus	I	0.98	168	17059634	0.9847807989315597	No
Female	65	69	Esophagus	II	1.1	188	17059634	1.102016608328174	No
Female	65	69	Esophagus	III	1.25	213	17059634	1.248561370073942	No
Female	65	69	Esophagus	IV	1.64	280	17059634	1.6413013315525995	No
Female	65	69	Esophagus	Unknown/missing	1.05	179	17059634	1.0492604940996977	No
Female	65	69	Esophagus	I	0.01	2	17059634	0.011723580939661426	NET
Female	65	69	Esophagus	II	0.01	1	17059634	0.005861790469830713	NET
Female	65	69	Esophagus	III	0.01	1	17059634	0.005861790469830713	NET
Female	65	69	Esophagus	IV	0.04	6	17059634	0.035170742818984274	NET
Female	65	69	Esophagus	Unknown/missing	0.01	2	17059634	0.011723580939661426	NET
Female	65	69	Gallbladder	I	2.05	349	17059634	2.045764873970919	No
Female	65	69	Gallbladder	II	2.72	464	17059634	2.7198707780014506	No
Female	65	69	Gallbladder	III	0.68	116	17059634	0.6799676945003627	No
Female	65	69	Gallbladder	IV	3.8	649	17059634	3.8043020149201325	No
Female	65	69	Gallbladder	Unknown/missing	0.81	139	17059634	0.814788875306469	No
Female	65	69	Gallbladder	I	0.01	2	17059634	0.011723580939661426	NET
Female	65	69	Gallbladder	II	0.01	1	17059634	0.005861790469830713	NET
Female	65	69	Gallbladder	III	0	0	17059634	0	NET
Female	65	69	Gallbladder	IV	0.03	5	17059634	0.029308952349153566	NET
Female	65	69	Gallbladder	Unknown/missing	0.13	22	17059634	0.12895939033627568	NET
Female	65	69	Head and Neck	I	6.51	1111	17059634	6.512449211981922	No
Female	65	69	Head and Neck	II	3.31	564	17059634	3.306049824984522	No
Female	65	69	Head and Neck	III	3.42	584	17059634	3.423285634381136	No
Female	65	69	Head and Neck	IV	7.78	1328	17059634	7.784457743935186	No
Female	65	69	Head and Neck	Unknown/missing	4.25	725	17059634	4.249798090627267	No
Female	65	69	Head and Neck	I	0	0	17059634	0	NET
Female	65	69	Head and Neck	II	0.02	4	17059634	0.023447161879322852	NET
Female	65	69	Head and Neck	III	0.02	3	17059634	0.017585371409492137	NET
Female	65	69	Head and Neck	IV	0.09	16	17059634	0.093788647517291407	NET
Female	65	69	Head and Neck	Unknown/missing	0.02	4	17059634	0.023447161879322852	NET
Female	65	69	Kidney	I	23.14	3947	17059634	23.136486984421822	NotExpected
Female	65	69	Kidney	II	2.85	487	17059634	2.8546919588075568	NotExpected
Female	65	69	Kidney	III	4.18	713	17059634	4.179456604989298	NotExpected
Female	65	69	Kidney	IV	4.75	810	17059634	4.748050280562877	NotExpected
Female	65	69	Kidney	Unknown/missing	1.82	311	17059634	1.8230168361173518	NotExpected
Female	65	69	Liver/Bile-duct	I	5.5	939	17059634	5.504221251171039	NotExpected
Female	65	69	Liver/Bile-duct	II	2.29	390	17059634	2.286098283233978	NotExpected
Female	65	69	Liver/Bile-duct	III	2.98	509	17059634	2.983651349143833	NotExpected
Female	65	69	Liver/Bile-duct	IV	2.74	468	17059634	2.7433179398807734	NotExpected
Female	65	69	Liver/Bile-duct	Unknown/missing	2.85	486	17059634	2.8488301683377264	NotExpected
Female	65	69	Lung	I	47.91	8173	17059634	47.90841350992641	No
Female	65	69	Lung	II	7.81	1332	17059634	7.8079049058145085	No
Female	65	69	Lung	III	35.92	6128	17059634	35.92105199912261	No
Female	65	69	Lung	IV	64.51	11006	17059634	64.51486591095683	No
Female	65	69	Lung	Unknown/missing	12.67	2161	17059634	12.667329205304169	No
Female	65	69	Lung	I	2.64	450	17059634	2.637805711423821	NET
Female	65	69	Lung	II	0.97	165	17059634	0.9671954275220676	NET
Female	65	69	Lung	III	10.12	1727	17059634	10.12331214139764	NET
Female	65	69	Lung	IV	20.22	3449	17059634	20.21731533044613	NET
Female	65	69	Lung	Unknown/missing	5.6	955	17059634	5.598009898688331	NET
Female	65	69	Lymphoma	I	15.25	2601	17059634	15.246517012029685	NotExpected
Female	65	69	Lymphoma	II	7.8	1330	17059634	7.796181324874848	NotExpected
Female	65	69	Lymphoma	III	8.86	1512	17059634	8.863027190384036	NotExpected
Female	65	69	Lymphoma	IV	18.07	3082	17059634	18.066038228018257	NotExpected
Female	65	69	Lymphoma	Unknown/missing	6.11	1042	17059634	6.107985669563602	NotExpected
Female	65	69	Lymphoid Leukemia	I	0.54	92	17059634	0.5392847232244256	NotExpected
Female	65	69	Lymphoid Leukemia	II	0.21	36	17059634	0.21102445691390564	NotExpected
Female	65	69	Lymphoid Leukemia	III	0.44	75	17059634	0.43963428523730347	NotExpected
Female	65	69	Lymphoid Leukemia	IV	0.53	91	17059634	0.5334229327545948	NotExpected
Female	65	69	Lymphoid Leukemia	Unknown/missing	16.17	2759	17059634	16.172679906262935	NotExpected
Female	65	69	Melanoma	I	32.37	5523	17059634	32.374668764875025	NotExpected
Female	65	69	Melanoma	II	5.4	921	17059634	5.398709022714087	NotExpected
Female	65	69	Melanoma	III	2.77	473	17059634	2.772626892229927	NotExpected
Female	65	69	Melanoma	IV	1.42	242	17059634	1.4185532936990324	NotExpected
Female	65	69	Melanoma	Unknown/missing	5.69	971	17059634	5.691798546205622	NotExpected
Female	65	69	Myeloid Neoplasm	I	0	0	17059634	0	NotExpected
Female	65	69	Myeloid Neoplasm	II	0	0	17059634	0	NotExpected
Female	65	69	Myeloid Neoplasm	III	0	0	17059634	0	NotExpected
Female	65	69	Myeloid Neoplasm	IV	0	0	17059634	0	NotExpected
Female	65	69	Myeloid Neoplasm	Unknown/missing	14.85	2534	17059634	14.853777050551027	NotExpected
Female	65	69	Plasma Cell Neoplasm	I	0.01	1	17059634	0.005861790469830713	NotExpected
Female	65	69	Plasma Cell Neoplasm	II	0	0	17059634	0	NotExpected
Female	65	69	Plasma Cell Neoplasm	III	0	0	17059634	0	NotExpected
Female	65	69	Plasma Cell Neoplasm	IV	0	0	17059634	0	NotExpected
Female	65	69	Plasma Cell Neoplasm	Unknown/missing	20.36	3474	17059634	20.363860092191896	NotExpected
Female	65	69	Ovary	I	6.4	1092	17059634	6.401075193055139	NotExpected
Female	65	69	Ovary	II	3.31	565	17059634	3.311911615454353	NotExpected
Female	65	69	Ovary	III	15.12	2579	17059634	15.11755762169341	NotExpected
Female	65	69	Ovary	IV	11.72	1999	17059634	11.717719149191595	NotExpected
Female	65	69	Ovary	Unknown/missing	8.62	1470	17059634	8.616831990651146	NotExpected
Female	65	69	Pancreas	I	1.95	333	17059634	1.9519762264536271	No
Female	65	69	Pancreas	II	9.65	1646	17059634	9.648507113341353	No
Female	65	69	Pancreas	III	3.22	550	17059634	3.2239847584068917	No
Female	65	69	Pancreas	IV	17.43	2973	17059634	17.42710306680671	No
Female	65	69	Pancreas	Unknown/missing	4.11	701	17059634	4.109115119351329	No
Female	65	69	Pancreas	I	0.28	48	17059634	0.2813659425518742	NET
Female	65	69	Pancreas	II	0.19	33	17059634	0.19343908550441352	NET
Female	65	69	Pancreas	III	0.02	3	17059634	0.017585371409492137	NET
Female	65	69	Pancreas	IV	0.69	117	17059634	0.6858294849701934	NET
Female	65	69	Pancreas	Unknown/missing	0.05	9	17059634	0.05275611422847641	NET
Female	65	69	Prostate	I	0	0	17059634	0	NotExpected
Female	65	69	Prostate	II	0	0	17059634	0	NotExpected
Female	65	69	Prostate	III	0	0	17059634	0	NotExpected
Female	65	69	Prostate	IV	0	0	17059634	0	NotExpected
Female	65	69	Prostate	Unknown/missing	0	0	17059634	0	NotExpected
Female	65	69	Sarcoma	I	2.05	349	17059634	2.045764873970919	NotExpected
Female	65	69	Sarcoma	II	0.98	167	17059634	0.9789190084617291	NotExpected
Female	65	69	Sarcoma	III	1.41	241	17059634	1.4126915032292018	NotExpected
Female	65	69	Sarcoma	IV	1.32	226	17059634	1.324764646181741	NotExpected
Female	65	69	Sarcoma	Unknown/missing	7.51	1282	17059634	7.514815382322974	NotExpected
Female	65	69	Stomach	I	3.25	555	17059634	3.2532937107560453	No
Female	65	69	Stomach	II	1.41	241	17059634	1.4126915032292018	No
Female	65	69	Stomach	III	1.37	234	17059634	1.3716589699403867	No
Female	65	69	Stomach	IV	4.96	847	17059634	4.964936527946613	No
Female	65	69	Stomach	Unknown/missing	4.55	776	17059634	4.548749404588633	No
Female	65	69	Stomach	I	0.15	25	17059634	0.1465447617457678	NET
Female	65	69	Stomach	II	0.01	2	17059634	0.011723580939661426	NET
Female	65	69	Stomach	III	0.02	4	17059634	0.023447161879322852	NET
Female	65	69	Stomach	IV	0.06	10	17059634	0.05861790469830713	NET
Female	65	69	Stomach	Unknown/missing	0.09	16	17059634	0.093788647517291407	NET
Female	65	69	Thyroid	I	19.52	3330	17059634	19.519762264536276	NotExpected
Female	65	69	Thyroid	II	3.68	627	17059634	3.675342624583857	NotExpected
Female	65	69	Thyroid	III	5.93	1011	17059634	5.926270164998851	NotExpected
Female	65	69	Thyroid	IV	3.38	576	17059634	3.3763913106224903	NotExpected
Female	65	69	Thyroid	Unknown/missing	2.25	383	17059634	2.245065749945163	NotExpected
Female	65	69	Urothelial Tract	I	1.22	208	17059634	1.2192524177247883	No
Female	65	69	Urothelial Tract	II	0.55	94	17059634	0.551008304164087	No
Female	65	69	Urothelial Tract	III	0.95	162	17059634	0.9496100561125755	No
Female	65	69	Urothelial Tract	IV	1.27	216	17059634	1.266146741483434	No
Female	65	69	Urothelial Tract	Unknown/missing	0.39	66	17059634	0.38687817100882704	No
Female	65	69	Urothelial Tract	I	0.01	1	17059634	0.005861790469830713	NET
Female	65	69	Urothelial Tract	II	0	0	17059634	0	NET
Female	65	69	Urothelial Tract	III	0	0	17059634	0	NET
Female	65	69	Urothelial Tract	IV	0.01	2	17059634	0.011723580939661426	NET
Female	65	69	Urothelial Tract	Unknown/missing	0	0	17059634	0	NET
Female	65	69	Uterus	I	63.98	10914	17059634	63.975581187732395	No
Female	65	69	Uterus	II	6.86	1170	17059634	6.8582948497019345	No
Female	65	69	Uterus	III	13.18	2249	17059634	13.183166766649274	No
Female	65	69	Uterus	IV	7.32	1249	17059634	7.32137629681856	No
Female	65	69	Uterus	Unknown/missing	8.45	1442	17059634	8.452701857495887	No
Female	65	69	Uterus	I	0	0	17059634	0	NET
Female	65	69	Uterus	II	0.01	1	17059634	0.005861790469830713	NET
Female	65	69	Uterus	III	0.03	5	17059634	0.029308952349153566	NET
Female	65	69	Uterus	IV	0.03	5	17059634	0.029308952349153566	NET
Female	65	69	Uterus	Unknown/missing	0.12	20	17059634	0.11723580939661427	NET
Female	65	69	CUP	I	0	0	17059634	0	NotExpected
Female	65	69	CUP	II	0	0	17059634	0	NotExpected
Female	65	69	CUP	III	0	0	17059634	0	NotExpected
Female	65	69	CUP	IV	0	0	17059634	0	NotExpected
Female	65	69	CUP	Unknown/missing	18.68	3187	17059634	18.68152622735048	NotExpected
Female	65	69	Brain	I	0	0	17059634	0	NotExpected
Female	65	69	Brain	II	0	0	17059634	0	NotExpected
Female	65	69	Brain	III	0	0	17059634	0	NotExpected
Female	65	69	Brain	IV	0	0	17059634	0	NotExpected
Female	65	69	Brain	Unknown/missing	13.13	2240	17059634	13.130410652420796	NotExpected
Female	65	69	[OTHER]	I	4.03	688	17059634	4.0329118432435305	NotExpected
Female	65	69	[OTHER]	II	2.81	479	17059634	2.8077976350489116	NotExpected
Female	65	69	[OTHER]	III	2.63	448	17059634	2.6260821304841593	NotExpected
Female	65	69	[OTHER]	IV	2.62	447	17059634	2.6202203400143285	NotExpected
Female	65	69	[OTHER]	Unknown/missing	35.11	5989	17059634	35.106263123816134	NotExpected
Female	70	74	Anus	I	1.47	189	12853614	1.4704035767683703	NotExpected
Female	70	74	Anus	II	2.02	260	12853614	2.0227774071945834	NotExpected
Female	70	74	Anus	III	1.72	221	12853614	1.719360796115396	NotExpected
Female	70	74	Anus	IV	0.54	70	12853614	0.5445939173216187	NotExpected
Female	70	74	Anus	Unknown/missing	1.57	202	12853614	1.5715424471280994	NotExpected
Female	70	74	Bladder	I	8.34	1072	12853614	8.34006684812536	No
Female	70	74	Bladder	II	4.45	572	12853614	4.450110295828083	No
Female	70	74	Bladder	III	1.78	229	12853614	1.7816001009521525	No
Female	70	74	Bladder	IV	3.51	451	12853614	3.5087408101721427	No
Female	70	74	Bladder	Unknown/missing	1.95	251	12853614	1.9527581892532326	No
Female	70	74	Bladder	I	0.04	5	12853614	0.038899565522972766	NET
Female	70	74	Bladder	II	0.08	10	12853614	0.07779913104594553	NET
Female	70	74	Bladder	III	0.03	4	12853614	0.031119652418378208	NET
Female	70	74	Bladder	IV	0.07	9	12853614	0.07001921794135098	NET
Female	70	74	Bladder	Unknown/missing	0	0	12853614	0	NET
Female	70	74	Breast	I	241.74	31072	12853614	241.73745998596195	NotExpected
Female	70	74	Breast	II	125.65	16150	12853614	125.64559663920201	NotExpected
Female	70	74	Breast	III	35.54	4568	12853614	35.538643061787916	NotExpected
Female	70	74	Breast	IV	22.91	2945	12853614	22.911844093030957	NotExpected
Female	70	74	Breast	Unknown/missing	20.46	2630	12853614	20.461171465083673	NotExpected
Female	70	74	Cervix	I	3.3	424	12853614	3.29868315634809	No
Female	70	74	Cervix	II	2	257	12853614	1.9994376678808	No
Female	70	74	Cervix	III	2.56	329	12853614	2.5595914114116076	No
Female	70	74	Cervix	IV	2.42	311	12853614	2.419552975528906	No
Female	70	74	Cervix	Unknown/missing	1.4	180	12853614	1.4003843588270193	No
Female	70	74	Cervix	I	0.02	2	12853614	0.015559826209189104	NET
Female	70	74	Cervix	II	0.01	1	12853614	0.007779913104594552	NET
Female	70	74	Cervix	III	0.02	3	12853614	0.023339739313783657	NET
Female	70	74	Cervix	IV	0.08	10	12853614	0.07779913104594553	NET
Female	70	74	Cervix	Unknown/missing	0.02	3	12853614	0.023339739313783657	NET
Female	70	74	Colon/Rectum	I	36.08	4637	12853614	36.07545706600494	No
Female	70	74	Colon/Rectum	II	36.15	4646	12853614	36.145476283946294	No
Female	70	74	Colon/Rectum	III	34.96	4494	12853614	34.96292949204791	No
Female	70	74	Colon/Rectum	IV	25.48	3275	12853614	25.47921541754716	No
Female	70	74	Colon/Rectum	Unknown/missing	10.95	1408	12853614	10.95411765126913	No
Female	70	74	Colon/Rectum	I	0.12	15	12853614	0.11669869656891829	NET
Female	70	74	Colon/Rectum	II	0.07	9	12853614	0.07001921794135098	NET
Female	70	74	Colon/Rectum	III	0.19	24	12853614	0.18671791451026926	NET
Female	70	74	Colon/Rectum	IV	0.44	57	12853614	0.4434550469618894	NET
Female	70	74	Colon/Rectum	Unknown/missing	0.1	13	12853614	0.10113887035972918	NET
Female	70	74	Esophagus	I	1.45	187	12853614	1.4548437505591811	No
Female	70	74	Esophagus	II	1.77	227	12853614	1.7660402747429635	No
Female	70	74	Esophagus	III	1.55	199	12853614	1.548202707814316	No
Female	70	74	Esophagus	IV	2	257	12853614	1.9994376678808	No
Female	70	74	Esophagus	Unknown/missing	1.65	212	12853614	1.649341578174045	No
Female	70	74	Esophagus	I	0.02	3	12853614	0.023339739313783657	NET
Female	70	74	Esophagus	II	0.02	2	12853614	0.015559826209189104	NET
Female	70	74	Esophagus	III	0.02	2	12853614	0.015559826209189104	NET
Female	70	74	Esophagus	IV	0.05	7	12853614	0.05445939173216186	NET
Female	70	74	Esophagus	Unknown/missing	0	0	12853614	0	NET
Female	70	74	Gallbladder	I	2.97	382	12853614	2.971926805955119	No
Female	70	74	Gallbladder	II	3.42	440	12853614	3.423161766021603	No
Female	70	74	Gallbladder	III	1.1	141	12853614	1.096967747747832	No
Female	70	74	Gallbladder	IV	4.92	632	12853614	4.9169050821037565	No
Female	70	74	Gallbladder	Unknown/missing	1.7	218	12853614	1.6960210568016125	No
Female	70	74	Gallbladder	I	0	0	12853614	0	NET
Female	70	74	Gallbladder	II	0.01	1	12853614	0.007779913104594552	NET
Female	70	74	Gallbladder	III	0	0	12853614	0	NET
Female	70	74	Gallbladder	IV	0.04	5	12853614	0.038899565522972766	NET
Female	70	74	Gallbladder	Unknown/missing	0.08	10	12853614	0.07779913104594553	NET
Female	70	74	Head and Neck	I	7.88	1013	12853614	7.881051974954281	No
Female	70	74	Head and Neck	II	4.08	525	12853614	4.08445437991214	No
Female	70	74	Head and Neck	III	4.25	546	12853614	4.247832555108626	No
Female	70	74	Head and Neck	IV	8.82	1134	12853614	8.822421460610222	No
Female	70	74	Head and Neck	Unknown/missing	5.43	698	12853614	5.430379347006998	No
Female	70	74	Head and Neck	I	0.01	1	12853614	0.007779913104594552	NET
Female	70	74	Head and Neck	II	0.01	1	12853614	0.007779913104594552	NET
Female	70	74	Head and Neck	III	0.03	4	12853614	0.031119652418378208	NET
Female	70	74	Head and Neck	IV	0.15	19	12853614	0.14781834898729648	NET
Female	70	74	Head and Neck	Unknown/missing	0.03	4	12853614	0.031119652418378208	NET
Female	70	74	Kidney	I	25.24	3244	12853614	25.23803811130473	NotExpected
Female	70	74	Kidney	II	2.85	366	12853614	2.847448196281606	NotExpected
Female	70	74	Kidney	III	5.34	687	12853614	5.3448003028564575	NotExpected
Female	70	74	Kidney	IV	6.07	780	12853614	6.068332221583751	NotExpected
Female	70	74	Kidney	Unknown/missing	2.81	361	12853614	2.8085486307586334	NotExpected
Female	70	74	Liver/Bile-duct	I	6.82	876	12853614	6.8152038796248275	NotExpected
Female	70	74	Liver/Bile-duct	II	2.52	324	12853614	2.520691845888635	NotExpected
Female	70	74	Liver/Bile-duct	III	3.5	450	12853614	3.5009608970675483	NotExpected
Female	70	74	Liver/Bile-duct	IV	3.4	437	12853614	3.3998220267078194	NotExpected
Female	70	74	Liver/Bile-duct	Unknown/missing	4.68	602	12853614	4.68350768896592	NotExpected
Female	70	74	Lung	I	68.15	8760	12853614	68.15203879624828	No
Female	70	74	Lung	II	10.85	1394	12853614	10.845198867804806	No
Female	70	74	Lung	III	51.5	6619	12853614	51.49524483931134	No
Female	70	74	Lung	IV	89.25	11472	12853614	89.2511631359087	No
Female	70	74	Lung	Unknown/missing	22.69	2917	12853614	22.69400652610231	No
Female	70	74	Lung	I	3.54	455	12853614	3.5398604625905215	NET
Female	70	74	Lung	II	1	128	12853614	0.9958288773881027	NET
Female	70	74	Lung	III	11.96	1537	12853614	11.957726441761826	NET
Female	70	74	Lung	IV	24.9	3200	12853614	24.895721934702568	NET
Female	70	74	Lung	Unknown/missing	6.89	885	12853614	6.885223097566178	NET
Female	70	74	Lymphoma	I	19.68	2529	12853614	19.675400241519625	NotExpected
Female	70	74	Lymphoma	II	10.04	1290	12853614	10.036087904926971	NotExpected
Female	70	74	Lymphoma	III	11.66	1499	12853614	11.662089743787234	NotExpected
Female	70	74	Lymphoma	IV	23.53	3024	12853614	23.526457228293925	NotExpected
Female	70	74	Lymphoma	Unknown/missing	7.66	985	12853614	7.663214408025634	NotExpected
Female	70	74	Lymphoid Leukemia	I	0.64	82	12853614	0.6379528745767533	NotExpected
Female	70	74	Lymphoid Leukemia	II	0.31	40	12853614	0.31119652418378213	NotExpected
Female	70	74	Lymphoid Leukemia	III	0.48	62	12853614	0.4823546124848622	NotExpected
Female	70	74	Lymphoid Leukemia	IV	0.45	58	12853614	0.451234960066484	NotExpected
Female	70	74	Lymphoid Leukemia	Unknown/missing	21.22	2728	12853614	21.223602949333937	NotExpected
Female	70	74	Melanoma	I	34.41	4423	12853614	34.4105556616217	NotExpected
Female	70	74	Melanoma	II	5.69	731	12853614	5.687116479458618	NotExpected
Female	70	74	Melanoma	III	2.72	350	12853614	2.722969586608093	NotExpected
Female	70	74	Melanoma	IV	1.67	215	12853614	1.6726813174878286	NotExpected
Female	70	74	Melanoma	Unknown/missing	6.72	864	12853614	6.7218449223696926	NotExpected
Female	70	74	Myeloid Neoplasm	I	0	0	12853614	0	NotExpected
Female	70	74	Myeloid Neoplasm	II	0	0	12853614	0	NotExpected
Female	70	74	Myeloid Neoplasm	III	0	0	12853614	0	NotExpected
Female	70	74	Myeloid Neoplasm	IV	0	0	12853614	0	NotExpected
Female	70	74	Myeloid Neoplasm	Unknown/missing	21.34	2743	12853614	21.340301645902855	NotExpected
Female	70	74	Plasma Cell Neoplasm	I	0	0	12853614	0	NotExpected
Female	70	74	Plasma Cell Neoplasm	II	0	0	12853614	0	NotExpected
Female	70	74	Plasma Cell Neoplasm	III	0	0	12853614	0	NotExpected
Female	70	74	Plasma Cell Neoplasm	IV	0	0	12853614	0	NotExpected
Female	70	74	Plasma Cell Neoplasm	Unknown/missing	26.77	3441	12853614	26.770680992909856	NotExpected
Female	70	74	Ovary	I	5.96	766	12853614	5.959413438119427	NotExpected
Female	70	74	Ovary	II	3.21	412	12853614	3.205324199092955	NotExpected
Female	70	74	Ovary	III	17.7	2275	12853614	17.699302312952607	NotExpected
Female	70	74	Ovary	IV	14.14	1817	12853614	14.136102111048302	NotExpected
Female	70	74	Ovary	Unknown/missing	11.36	1460	12853614	11.358673132708045	NotExpected
Female	70	74	Pancreas	I	3.12	401	12853614	3.1197451549424153	No
Female	70	74	Pancreas	II	13.14	1689	12853614	13.140273233660198	No
Female	70	74	Pancreas	III	4.36	560	12853614	4.356751338572949	No
Female	70	74	Pancreas	IV	24.42	3139	12853614	24.421147235322298	No
Female	70	74	Pancreas	Unknown/missing	7.17	922	12853614	7.173079882436177	No
Female	70	74	Pancreas	I	0.42	54	12853614	0.4201153076481058	NET
Female	70	74	Pancreas	II	0.19	25	12853614	0.1944978276148638	NET
Female	70	74	Pancreas	III	0.02	3	12853614	0.023339739313783657	NET
Female	70	74	Pancreas	IV	0.9	116	12853614	0.902469920132968	NET
Female	70	74	Pancreas	Unknown/missing	0.07	9	12853614	0.07001921794135098	NET
Female	70	74	Prostate	I	0	0	12853614	0	NotExpected
Female	70	74	Prostate	II	0	0	12853614	0	NotExpected
Female	70	74	Prostate	III	0	0	12853614	0	NotExpected
Female	70	74	Prostate	IV	0	0	12853614	0	NotExpected
Female	70	74	Prostate	Unknown/missing	0	0	12853614	0	NotExpected
Female	70	74	Sarcoma	I	2.23	286	12853614	2.2250551479140417	NotExpected
Female	70	74	Sarcoma	II	1.42	183	12853614	1.423724098140803	NotExpected
Female	70	74	Sarcoma	III	1.65	212	12853614	1.649341578174045	NotExpected
Female	70	74	Sarcoma	IV	1.49	192	12853614	1.493743316082154	NotExpected
Female	70	74	Sarcoma	Unknown/missing	8.33	1071	12853614	8.332286935020765	NotExpected
Female	70	74	Stomach	I	5.12	658	12853614	5.119182822823215	No
Female	70	74	Stomach	II	2.13	274	12853614	2.131696190658907	No
Female	70	74	Stomach	III	2.06	265	12853614	2.061676972717556	No
Female	70	74	Stomach	IV	6.68	859	12853614	6.68294535684672	No
Female	70	74	Stomach	Unknown/missing	5.64	725	12853614	5.64043700083105	No
Female	70	74	Stomach	I	0.22	28	12853614	0.21783756692864745	NET
Female	70	74	Stomach	II	0.02	2	12853614	0.015559826209189104	NET
Female	70	74	Stomach	III	0.01	1	12853614	0.007779913104594552	NET
Female	70	74	Stomach	IV	0.14	18	12853614	0.14003843588270196	NET
Female	70	74	Stomach	Unknown/missing	0.08	10	12853614	0.07779913104594553	NET
Female	70	74	Thyroid	I	15.3	1966	12853614	15.29530916363289	NotExpected
Female	70	74	Thyroid	II	3.26	419	12853614	3.2597835908251174	NotExpected
Female	70	74	Thyroid	III	5.24	674	12853614	5.243661432496729	NotExpected
Female	70	74	Thyroid	IV	4.22	542	12853614	4.216712902690247	NotExpected
Female	70	74	Thyroid	Unknown/missing	2.33	300	12853614	2.333973931378366	NotExpected
Female	70	74	Urothelial Tract	I	1.71	220	12853614	1.7115808830108015	No
Female	70	74	Urothelial Tract	II	0.88	113	12853614	0.8791301808191845	No
Female	70	74	Urothelial Tract	III	1.7	219	12853614	1.7038009699062069	No
Female	70	74	Urothelial Tract	IV	1.81	233	12853614	1.8127197533705306	No
Female	70	74	Urothelial Tract	Unknown/missing	0.41	53	12853614	0.41233539454351126	No
Female	70	74	Urothelial Tract	I	0.01	1	12853614	0.007779913104594552	NET
Female	70	74	Urothelial Tract	II	0	0	12853614	0	NET
Female	70	74	Urothelial Tract	III	0.02	2	12853614	0.015559826209189104	NET
Female	70	74	Urothelial Tract	IV	0.01	1	12853614	0.007779913104594552	NET
Female	70	74	Urothelial Tract	Unknown/missing	0	0	12853614	0	NET
Female	70	74	Uterus	I	55.35	7115	12853614	55.354081739190235	No
Female	70	74	Uterus	II	6.57	844	12853614	6.566246660277802	No
Female	70	74	Uterus	III	13.18	1694	12853614	13.179172799183172	No
Female	70	74	Uterus	IV	7.84	1008	12853614	7.842152409431309	No
Female	70	74	Uterus	Unknown/missing	8.64	1111	12853614	8.643483459204548	No
Female	70	74	Uterus	I	0.03	4	12853614	0.031119652418378208	NET
Female	70	74	Uterus	II	0	0	12853614	0	NET
Female	70	74	Uterus	III	0.02	3	12853614	0.023339739313783657	NET
Female	70	74	Uterus	IV	0.06	8	12853614	0.062239304836756416	NET
Female	70	74	Uterus	Unknown/missing	0.1	13	12853614	0.10113887035972918	NET
Female	70	74	CUP	I	0	0	12853614	0	NotExpected
Female	70	74	CUP	II	0	0	12853614	0	NotExpected
Female	70	74	CUP	III	0	0	12853614	0	NotExpected
Female	70	74	CUP	IV	0	0	12853614	0	NotExpected
Female	70	74	CUP	Unknown/missing	28.43	3654	12853614	28.427802484188497	NotExpected
Female	70	74	Brain	I	0	0	12853614	0	NotExpected
Female	70	74	Brain	II	0	0	12853614	0	NotExpected
Female	70	74	Brain	III	0	0	12853614	0	NotExpected
Female	70	74	Brain	IV	0	0	12853614	0	NotExpected
Female	70	74	Brain	Unknown/missing	15.69	2017	12853614	15.692084731967212	NotExpected
Female	70	74	[OTHER]	I	5.34	687	12853614	5.3448003028564575	NotExpected
Female	70	74	[OTHER]	II	3.82	491	12853614	3.819937334355925	NotExpected
Female	70	74	[OTHER]	III	3.52	453	12853614	3.524300636381332	NotExpected
Female	70	74	[OTHER]	IV	3.33	428	12853614	3.329802808766469	NotExpected
Female	70	74	[OTHER]	Unknown/missing	50.19	6451	12853614	50.188219437739455	NotExpected
Female	75	79	Anus	I	1.5	154	10253109	1.5019834471670983	NotExpected
Female	75	79	Anus	II	1.97	202	10253109	1.9701341319984016	NotExpected
Female	75	79	Anus	III	1.63	167	10253109	1.6287742576422428	NotExpected
Female	75	79	Anus	IV	0.61	63	10253109	0.6144477738410856	NotExpected
Female	75	79	Anus	Unknown/missing	2.05	210	10253109	2.048159246136952	NotExpected
Female	75	79	Bladder	I	11.88	1218	10253109	11.879323627594323	No
Female	75	79	Bladder	II	7.09	727	10253109	7.090532247340783	No
Female	75	79	Bladder	III	2.56	262	10253109	2.5553224880375307	No
Female	75	79	Bladder	IV	4.84	496	10253109	4.837557076590135	No
Female	75	79	Bladder	Unknown/missing	2.74	281	10253109	2.7406321341165882	No
Female	75	79	Bladder	I	0.06	6	10253109	0.058518835603912925	NET
Female	75	79	Bladder	II	0.16	16	10253109	0.15605022827710113	NET
Female	75	79	Bladder	III	0.08	8	10253109	0.07802511413855057	NET
Female	75	79	Bladder	IV	0.19	19	10253109	0.1853096460790576	NET
Female	75	79	Bladder	Unknown/missing	0.04	4	10253109	0.03901255706927528	NET
Female	75	79	Breast	I	234.94	24089	10253109	234.94337181044307	NotExpected
Female	75	79	Breast	II	126.88	13009	10253109	126.87858872855054	NotExpected
Female	75	79	Breast	III	37.42	3837	10253109	37.42279536870231	NotExpected
Female	75	79	Breast	IV	25.01	2564	10253109	25.00704908140546	NotExpected
